Countdown to 2015: a decade of tracking progress for maternal, newborn, and child survival Cesar G Victora, Jennifer Harris Requejo, Aluisio J D Barros, Peter Berman, Zulfiqar Bhutta, Ties Boerma, Mickey Chopra, Andres de Francisco, Bernadette Daelmans, Elizabeth Hazel, Joy Lawn, Blerta Maliqi, Holly Newby, Jennifer Bryce	1
Conceived in 2003 and born in 2005 with the launch of its first report and country profiles, the Countdown to 2015 for Maternal, Newborn, and Child Survival has reached its originally proposed lifespan. Major reductions in the deaths of mothers and children have occurred since Countdown's inception, even though most of the 75 priority countries failed to achieve Millennium Development Goals 4 and 5. The coverage of life-saving interventions tracked in Countdown increased steadily over time, but wide inequalities persist between and within countries. Key drivers of coverage such as financing, human resources, commodities, and conducive health policies also showed important, yet insufficient increases. As a multistakeholder initiative of more than 40 academic, international, bilateral, and civil society institutions, Countdown was successful in monitoring progress and raising the visibility of the health of mothers, newborns, and children. Lessons learned from this initiative have direct bearing on monitoring progress during the Sustainable Development Goals era.	1
Federal University of Pelotas, Pelotas, Brazil (Prof C G Victora MD, Prof A J D Barros MD); Partnership for Maternal, Newborn & Child Health, Geneva, Switzerland (J H Requejo PhD, A de Francisco MD); Harvard School of Public Health, Boston, MA, USA (Prof P Berman PhD); Robert Harding Chair in Global Child Health and Policy, Centre for Global Child Health, Hospital for Sick Children, Toronto, ON, Canada (Prof Z Bhutta MD); Centre of Excellence in Women and Child Health, Aga Khan University, Karachi, Pakistan (Prof Z Bhutta); World Health Organization, Geneva, Switzerland (T Boerma MD, B Daelmans MD, B Maliqi PhD); United Nations Children's Fund, New York, NY, USA (M Chopra MD, H Newby MS); Institute for International Programs, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA (E Hazel MHS, J Bryce EdD); and	1
10 years after the Countdown to 2015 for Maternal, Newborn, and Child Survival (Countdown) was launched, the world has become a healthier place for children and women. The Millennium Development Goals (MDGs) sparked those involved in the 2003 Lancet Child Survival Series to propose the Countdown initiative, who pledged to hold regular conferences for "ensuring that there is an overall mechanism for improving accountability, re-energising commitment, and recognising accomplishments in child survival".1 In response to this call to action, Countdown launched its first report in 2005,2 which was followed by five others (2008,3 2010,4 2012,5 2013,6 and 20147). The final report is being released this week, on October 19, in Mexico City, Mexico. From its original focus on child survival, Countdown has expanded to track progress on reproductive, maternal, newborn, and child health indicators relevant to MDGs 4 (reduce child mortality) and 5 (improve maternal health). The heart of the Countdown reports are the two-page country profiles that summarise the most recent data for intervention coverage, maternal and child mortality, and nutrition. The country profiles also highlight socioeconomic inequalities in intervention coverage, and two of the main drivers of coverage: health systems and policies, and financing. Countdown has evolved in many ways during the past decade. The partnership has grown from 11 to 43 institutional stakeholders, and the number of countries monitored from 60 to 75, comprising more than 95% of global deaths of mothers and children. As the scope shifted beyond child survival, and in response to new evidence, the number of indicators tracked expanded from 35 to 73. By including new, proven interventions in its profiles even before data were available for many countries, Countdown has contributed to the identification of data gaps and had arguably helped to raise the visibility of such new interventions. Countdown recognised the importance of engaging at country level, and from 2012  	1
embarked on a set of case studies aimed at understanding how countries have achieved progress (appendix pp 1-2). Countdown is also the primary source of coverage information for the Commission on Information and Accountability for Women's and Children's Health and the Independent Expert Review Group8 reports. In the decade since Countdown's inception, the number of reports on specific reproductive, maternal, newborn, and child (RMNCH) health issues has grown rapidly. Countdown's particular niche has been its action-oriented focus on intervention coverage, and the user-friendly synthesis of information in the country profiles. Our principles have not changed over this period:1 to focus on monitoring the coverage of evidencebased, cost-effective interventions; to maintain a country orientation; and to build on existing goals and monitoring efforts. Countdown's commitment to these principles and its products have helped to increase the global visibility of RMNCH, and has plausibly contributed to reversing the slow rate of progress in reducing child, newborn, and maternal mortality in the 1990s that was documented in early public health series in The Lancet.1,9-11 As the MDG era draws to a close, the global public health and development communities must take stock of progress over the past 15 years, and get ready for the	1
Key messages * Countdown to 2015 is a unique example of a multistakeholder initiative of academic, international, bilateral, and civil society institutions focused on monitoring progress in the health of the world's women and children * Over a decade, regular reports from Countdown showed important progress by many high-burden countries in increasing coverage with cost-effective, evidence-based health interventions, and in preventing deaths of mothers and children * Yet, substantial, reliable investments are required to achieve global targets and reduce inequalities between and within countries * Lessons learned from Countdown can inform global monitoring and accountability in the era of Sustainable Development Goals	1
London School of Hygiene & Tropical Medicine, London, UK (J Lawn MD) Correspondence to: Dr Cesar G Victora, Federal University of Pelotas, 96001 Pelotas, Brazil cvictora@gmail.com For more on Countdown to 2015 see  countdown2015mnch.org See Online for appendix For more on the Commission on Information and Accountability for Women's and Children's Health and the Independent Expert Review Groups see 	1
Sustainable Development Goal (SDG) era. We assess changes in the evidence and in data availability over this period, and their implications for programme managers and decision makers. We conclude by turning a crucial lens on the SDG framework and future accountability efforts, drawing on Countdown's monitoring experience.	1
The 2015 Countdown Results Data We have previously reported on Countdown's data sources and methods,12,13 and these are described in detail in the panel and the appendix (pp 3-4). In this section, we summarise findings for 2015 with an emphasis on time trends; the full results are available in the 2015 report. Based on modelled estimates, the global maternal mortality ratio has decreased by around 45% over the past two decades, and the number of annual maternal deaths has dropped from around 523 000 to 289 000.16 Although mortality reductions seem to have accelerated--threequarters of Countdown countries reduced maternal mortality faster in 2000-13 than in the 1990s13--very few Countdown countries will achieve MDG 5. A 2009 analysis of maternal deaths worldwide reported that more than half of these were due to haemorrhage, hypertensive disorders, and sepsis--causes that are preventable through the provision of quality antenatal, delivery, and postnatal care.17 Recognition of the role of contraception to reduce maternal and newborn deaths has led to a major Panel: Countdown data sources and methods Most coverage, equity, and nutrition data come from standardised population-based surveys (Demographic and Health Surveys [DHS], Multiple Indicator Cluster Surveys [MICS], or other nationally representative surveys that meet data quality standards). Mortality data are provided by United Nation's sources. Intervention coverage was monitored for the 75 Countdown countries with data from 2009 to 2015. Coverage trends are derived from countries that had at least two datapoints, one from between 2000 and 2008, and the second from 2009 to 2014. The composite coverage index (CCI) is a weighted average of eight interventions along the continuum of care, all of which have been available in most countries for at least a decade.14,15 Results on socioeconomic inequalities are based on wealth quintiles calculated on the basis of household assets.15 Trends in CCI were estimated with 47 Countdown countries with at least two surveys (either DHS or MICS) where CCI was available, with survey years ranging from 1994 to 2014, using a multilevel model (appendix pp 3-4). Health systems and policy indicators are derived from global databases maintained by the WHO and other UN organisations, and financing data are abstracted from datasets maintained by the Organization for Economic Co-operation and Development Assistance Committee.	1
increase in resources for family planning programmes.18 Evidence of the importance of reaching adolescents with family planning and nutrition programmes for improving birth outcomes, as well as their own health, has also resulted in increased attention to this population group.19,20 The growing recognition of stillbirths as a public health problem--2*6 million annual third trimester stillbirths, with 1*2 million of these occurring in the intrapartum period--led Countdown to report on the stillbirth rate since 2010. Unfortunately, global visibility for stillbirths might remain limited in the SDG era in view of the absence of a specific target.21 The global under-5 mortality rate has dropped by 53% since 1990, from 91 deaths per 1000 livebirths to 43 per 1000 livebirths in 2015.22 And, the global annual rate of reduction has steeply accelerated over time, suggesting that more progress can be expected in the coming years. In 2000, the leading causes of the 10*8 million under-5 deaths were neonatal conditions (33%), diarrhoea (22%), pneumonia (21%), malaria (9%), and AIDS (3%).23 Estimates for 2015 indicate 5*9 million deaths a year22 with a major shift in the causes of death: preterm birth complications cause 18% of all under-5 deaths, and along with other neonatal causes represent 45% of all deaths. Deaths due to pneumonia (16%), diarrhoea (9%), malaria (5%), and AIDS (1%) have declined in relative terms, and even more so in absolute terms.24 The growing concentration of deaths in the newborn period and the improved understanding about causes of newborn deaths has sparked the scale-up of long-existing interventions and the development of new ones. The past 10 years have also seen a growing understanding of the role of nutrition in mortality and human development.25,26 Suboptimal nutrition, including fetal growth restriction, stunting, wasting, and deficiencies of vitamin A and zinc along with suboptimum breastfeeding, is an underlying cause of 45% of all deaths of children younger than 5 years.25 Progress in the Countdown countries in reducing maternal and under-5 mortality since 1990 is summarised in table 1. A third of the 75 countries achieved the annual rate of reduction of 4*4% or higher in under-5 mortality that was needed to reach MDG 4 in 2015, but only six countries have achieved the annual rate of reduction of 5*5% or higher in maternal mortality required by MDG 5. The successful countries are flagged in table 1. Four countries--Cambodia, Eritrea, Nepal, and Rwanda--have achieved both MDGs 4 and 5. Table 1 also shows another measure of progress, based on whether each country has met the mortality thresholds originally set for inclusion as a Countdown country. There are two such thresholds. The first group of 60 countries was selected in 2005 for monitoring by Countdown based on their high levels of under-5 mortality--either an under-5 mortality rate of 90 per 1000 livebirths or greater, or an absolute annual number of deaths of 50 000 or more.  	1
