"Climate Change 2013: The Physical Science Basis" presents clear and robust conclusions in a global assessment of climate change science-- not the least of which is that the science now shows with 95 percent certainty that human activity is the dominant cause of observed warming since the mid-20th century. The report confirms that warming in the climate system is unequivocal, with many of the observed changes unprecedented over decades to millennia: warming of the atmosphere and the ocean, diminishing snow and ice, rising sea levels and increasing concentrations of greenhouse gases. Each of the last three decades has been successively warmer at the Earth's surface than any preceding decade since 1850.	0
The Working Group I contribution to the IPCC's Fifth Assessment Report  considers new evidence of climate change based on many independent scientific analyses from observations of the climate system, paleoclimate archives, theoretical studies of climate processes and simulations using climate models. It builds upon the Working Group I contribution to the IPCC's Fourth Assessment Report , and incorporates subsequent new findings of research. As a component of the fifth assessment cycle, the IPCC Special Report on Managing the Risks of Extreme Events and Disasters to Advance Climate Change Adaptation  is an important basis for information on changing weather and climate extremes.	0
This Summary for Policymakers  follows the structure of the Working Group I report. The narrative is supported by a series of overarching highlighted conclusions which, taken together, provide a concise summary. Main sections are introduced with a brief paragraph in italics which outlines the methodological basis of the assessment. The degree of certainty in key findings in this assessment is based on the author teams' evaluations of underlying scientific understanding and is expressed as a qualitative level of confidence  and, when possible, probabilistically with a quantified likelihood . Confidence in the validity of a finding is based on the type, amount, quality, and consistency of evidence  and the degree of agreement1. Probabilistic estimates of quantified measures of uncertainty in a finding are based on statistical analysis of observations or model results, or both, and expert judgment2. Where appropriate, findings are also formulated as statements of fact without using uncertainty qualifiers. . The basis for substantive paragraphs in this Summary for Policymakers can be found in the chapter sections of the underlying report and in the Technical Summary. These references are given in curly brackets.	0
In this Summary for Policymakers, the following summary terms are used to describe the available evidence: limited, medium, or robust; and for the degree of agreement: low, medium, or high. A level of confidence is expressed using five qualifiers: very low, low, medium, high, and very high, and typeset in italics, e.g., medium confidence. For a given evidence and agreement statement, different confidence levels can be assigned, but increasing levels of evidence and degrees of agreement are correlated with increasing confidence .	0
Changes in many extreme weather and climate events have been observed since about 1950 . It is very likely that the number of cold days and nights has decreased and the number of warm days and nights has increased on the global scale6. It is likely that the frequency of heat waves has increased in large parts of Europe, Asia and Australia. There are likely more land regions where the number of heavy precipitation events has increased than where it has decreased. The frequency or intensity of heavy precipitation events has likely increased in North America and Europe. In other continents, confidence in changes in heavy precipitation events is at most medium. 	0
 Figure SPM.1 |  Observed global mean combined land and ocean surface temperature anomalies, from 1850 to 2012 from three data sets. Top panel: annual mean values. Bottom panel: decadal mean values including the estimate of uncertainty for one dataset . Anomalies are relative to the mean of 1961-1990.  Map of the observed surface temperature change from 1901 to 2012 derived from temperature trends determined by linear regression from one dataset . Trends have been calculated where data availability permits a robust estimate . Other areas are white. Grid boxes where the trend is significant at the 10% level are indicated by a + sign. For a listing of the datasets and further technical details see the Technical Summary Supplementary Material. 	0
* The direct comparison of assessment findings between reports is difficult. For some climate variables, different aspects have been assessed, and the revised guidance note on uncertainties has been used for the SREX and AR5. The availability of new information, improved scientific understanding, continued analyses of data and models, and specific differences in methodologies applied in the assessed studies, all contribute to revised assessment findings. Notes: a Attribution is based on available case studies. It is likely that human influence has more than doubled the probability of occurrence of some observed heat waves in some locations. b Models project near-term increases in the duration, intensity and spatial extent of heat waves and warm spells. c In most continents, confidence in trends is not higher than medium except in North America and Europe where there have been likely increases in either the frequency or intensity of heavy precipitation with some seasonal and/or regional variation. It is very likely that there have been increases in central North America. d The frequency and intensity of drought has likely increased in the Mediterranean and West Africa, and likely decreased in central North America and north-west Australia. e AR4 assessed the area affected by drought. f SREX assessed medium confidence that anthropogenic influence had contributed to some changes in the drought patterns observed in the second half of the 20th century, based on its attributed impact on precipitation and temperature changes. SREX assessed low confidence in the attribution of changes in droughts at the level of single regions. g There is low confidence in projected changes in soil moisture. h Regional to global-scale projected decreases in soil moisture and increased agricultural drought are likely  in presently dry regions by the end of this century under the RCP8.5 scenario. Soil moisture drying in the Mediterranean, Southwest US and southern African regions is consistent with projected changes in Hadley circulation and increased surface temperatures, so there is high confidence in likely surface drying in these regions by the end of this century under the RCP8.5 scenario. i There is medium confidence that a reduction in aerosol forcing over the North Atlantic has contributed at least in part to the observed increase in tropical cyclone activity since the 1970s in this region. j Based on expert judgment and assessment of projections which use an SRES A1B  scenario. k Attribution is based on the close relationship between observed changes in extreme and mean sea level. l There is high confidence that this increase in extreme high sea level will primarily be the result of an increase in mean sea level. There is low confidence in region-specific projections of storminess and associated storm surges. m SREX assessed it to be very likely that mean sea level rise will contribute to future upward trends in extreme coastal high water levels.	0
The annual mean Arctic sea ice extent decreased over the period 1979 to 2012 with a rate that was very likely in the range 3.5 to 4.1% per decade , and very likely in the range 9.4 to 13.6% per decade  for the summer sea ice minimum . The average decrease in decadal mean extent of Arctic sea ice has been most rapid in summer ; the spatial extent has decreased in every season, and in every successive decade since 1979  . There is medium confidence from reconstructions that over the past three decades, Arctic summer sea ice retreat was unprecedented and sea surface temperatures were anomalously high in at least the last 1,450 years. 	0
Year Figure SPM.3 | Multiple observed indicators of a changing global climate:  Extent of Northern Hemisphere March-April  average snow cover;  extent of Arctic July-August-September  average sea ice;  change in global mean upper ocean  heat content aligned to 2006-2010, and relative to the mean of all datasets for 1970;  global mean sea level relative to the 1900-1905 mean of the longest running dataset, and with all datasets aligned to have the same value in 1993, the first year of satellite altimetry data. All time-series  show annual values, and where assessed, uncertainties are indicated by coloured shading. See Technical Summary Supplementary Material for a listing of the datasets. 	0
Since the early 1970s, glacier mass loss and ocean thermal expansion from warming together explain about 75% of the observed global mean sea level rise . Over the period 1993 to 2010, global mean sea level rise is, with high confidence, consistent with the sum of the observed contributions from ocean thermal expansion due to warming  mm yr-1), from changes in glaciers  mm yr-1), Greenland ice sheet  mm yr-1), Antarctic ice sheet  mm yr-1), and land water storage  mm yr-1). The sum of these contributions is 2.8  mm yr-1. 	0
There is very high confidence that maximum global mean sea level during the last interglacial period  was, for several thousand years, at least 5 m higher than present, and high confidence that it did not exceed 10 m above present. During the last interglacial period, the Greenland ice sheet very likely contributed between 1.4 and 4.3 m to the higher global mean sea level, implying with medium confidence an additional contribution from the Antarctic ice sheet. This change in sea level occurred in the context of different orbital forcing and with high-latitude surface temperature, averaged over several thousand years, at least 2C warmer than present . 	0
Natural and anthropogenic substances and processes that alter the Earth's energy budget are drivers of climate change. Radiative forcing14  quantifies the change in energy fluxes caused by changes in these drivers for 2011 relative to 1750, unless otherwise indicated. Positive RF leads to surface warming, negative RF leads to surface cooling. RF is estimated based on in-situ and remote observations, properties of greenhouse gases and aerosols, and calculations using numerical models representing observed processes. Some emitted compounds affect the atmospheric concentration of other substances. The RF can be reported based on the concentration changes of each substance15. Alternatively, the emission-based RF of a compound can be reported, which provides a more direct link to human activities. It includes contributions from all substances affected by that emission. The total anthropogenic RF of the two approaches are identical when considering all drivers. Though both approaches are used in this Summary for Policymakers, emission-based RFs are emphasized.	0
The strength of drivers is quantified as Radiative Forcing  in units watts per square metre  as in previous IPCC assessments. RF is the change in energy flux caused by a driver, and is calculated at the tropopause or at the top of the atmosphere. In the traditional RF concept employed in previous IPCC reports all surface and tropospheric conditions are kept fixed. In calculations of RF for well-mixed greenhouse gases and aerosols in this report, physical variables, except for the ocean and sea ice, are allowed to respond to perturbations with rapid adjustments. The resulting forcing is called Effective Radiative Forcing  in the underlying report. This change reflects the scientific progress from previous assessments and results in a better indication of the eventual temperature response for these drivers. For all drivers other than well-mixed greenhouse gases and aerosols, rapid adjustments are less well characterized and assumed to be small, and thus the traditional RF is used. 	0
Figure SPM.5 | Radiative forcing estimates in 2011 relative to 1750 and aggregated uncertainties for the main drivers of climate change. Values are global average radiative forcing , partitioned according to the emitted compounds or processes that result in a combination of drivers. The best estimates of the net radiative forcing are shown as black diamonds with corresponding uncertainty intervals; the numerical values are provided on the right of the figure, together with the confidence level in the net forcing . Albedo forcing due to black carbon on snow and ice is included in the black carbon aerosol bar. Small forcings due to contrails , and HFCs, PFCs and SF6  are not shown. Concentration-based RFs for gases can be obtained by summing the like-coloured bars. Volcanic forcing is not included as its episodic nature makes is difficult to compare to other forcing mechanisms. Total anthropogenic radiative forcing is provided for three different years relative to 1750. For further technical details, including uncertainty ranges associated with individual components and processes, see the Technical Summary Supplementary Material. 	0
The observed reduction in surface warming trend over the period 1998 to 2012 as compared to the period 1951 to 2012, is due in roughly equal measure to a reduced trend in radiative forcing and a cooling contribution from natural internal variability, which includes a possible redistribution of heat within the ocean . The reduced trend in radiative forcing is primarily due to volcanic eruptions and the timing of the downward phase of the 11-year solar cycle. However, there is low confidence in quantifying the role of changes in radiative forcing in causing the reduced warming trend. There is medium confidence that natural internal decadal variability causes to a substantial degree the difference between observations and the simulations; the latter are not expected to reproduce the timing of natural internal variability. There may also be a contribution from forcing inadequacies and, in some models, an overestimate of the response to increasing greenhouse gas and other anthropogenic forcing . 	0
The equilibrium climate sensitivity quantifies the response of the climate system to constant radiative forcing on multicentury time scales. It is defined as the change in global mean surface temperature at equilibrium that is caused by a doubling of the atmospheric CO2 concentration. Equilibrium climate sensitivity is likely in the range 1.5C to 4.5C , extremely unlikely less than 1C , and very unlikely greater than 6C 16. The lower temperature limit of the assessed likely range is thus less than the 2C in the AR4, but the upper limit is the same. This assessment reflects improved understanding, the extended temperature record in the atmosphere and ocean, and new estimates of radiative forcing. 	0
Various metrics can be used to compare the contributions to climate change of emissions of different substances. The most appropriate metric and time horizon will depend on which aspects of climate change are considered most important to a particular application. No single metric can accurately compare all consequences of different emissions, and all have limitations and uncertainties. The Global Warming Potential is based on the cumulative radiative forcing over a particular time horizon, and the Global Temperature Change Potential is based on the change in global mean surface temperature at a chosen point in time. Updated values are provided in the underlying Report. 	0
Greenhouse gases contributed a global mean surface warming likely to be in the range of 0.5C to 1.3C over the period 1951 to 2010, with the contributions from other anthropogenic forcings, including the cooling effect of aerosols, likely to be in the range of -0.6C to 0.1C. The contribution from natural forcings is likely to be in the range of -0.1C to 0.1C, and from natural internal variability is likely to be in the range of -0.1C to 0.1C. Together these assessed contributions are consistent with the observed warming of approximately 0.6C to 0.7C over this period. 	0
